TaskID,Input1,Output1_1,Noise1_1,LST
155,-1.1266129,-1.0845184,0.30920273,1
155,-1.0621632,-1.1524814,0.27800414,1
155,-0.9953837,-1.24139,0.20066684,1
155,-0.9246635,-1.3937211,0.15789698,1
155,-0.84783983,-1.5643611,0.15262398,1
155,-0.7691152,-1.4723766,0.19231795,1
155,-0.6950482,-1.3330817,0.2062328,1
155,-0.6270669,-1.1214294,0.20813693,1
155,-0.56614566,-0.84166753,0.20388924,1
155,-0.5102333,-0.72053504,0.25163916,1
155,-0.45711935,-0.57289106,0.30554092,1
155,-0.40722033,-0.37266365,0.3087633,1
155,-0.3611007,-0.101104364,0.3229711,1
155,-0.31757486,-0.020837685,0.33600712,1
155,-0.27527654,0.088137634,0.3830247,1
155,-0.23458833,0.24618122,0.4203751,1
155,-0.19588087,0.44626224,0.4203751,1
155,-0.15940212,0.6958505,0.4192033,1
155,-0.12471995,0.84100443,0.44278532,1
155,-0.09135332,1.017943,0.4167133,1
155,-0.059459776,1.2338428,0.37950936,1
155,-0.029194608,1.4969068,0.28635305,1
155,-0.0003191726,1.6779466,0.20257099,1
155,0.0282662,1.5856688,0.21150579,1
155,0.05741538,1.4824061,0.21853645,1
155,0.087224506,1.3666933,0.24988149,1
155,0.117811196,1.2370653,0.25105327,1
155,0.1494675,1.0500205,0.24739146,1
155,0.18267013,0.8169832,0.23494135,1
155,0.21788454,0.5596315,0.2219053,1
155,0.2556299,0.27503625,0.19231795,1
155,0.29663742,-0.03943949,0.17708483,1
155,0.3413867,-0.30616537,0.069134854,1
155,0.39011118,-0.5582438,0.08231735,1
155,0.44383925,-0.84840536,0.085979156,1
156,-0.90965825,-0.67805815,0.69222736,1
156,-0.855146,-0.75100124,0.7962226,1
156,-0.7988954,-0.84239995,0.8344519,1
156,-0.7402983,-0.9566483,1.0453718,1
156,-0.6796548,-1.0070345,0.82581,1
156,-0.61929333,-0.9295508,0.6690848,1
156,-0.5613198,-0.8109083,0.6781661,1
156,-0.5064747,-0.64715254,0.628805,1
156,-0.45541942,-0.4215853,0.4282846,1
156,-0.40888757,-0.09744256,0.27478176,1
156,-0.36485776,-0.098614365,0.22644596,1
156,-0.32181248,0.05620681,0.27053407,1
156,-0.28094807,0.25511602,0.2930908,1
156,-0.24257503,0.5101239,0.27361,1
156,-0.20670351,0.7698192,0.31989518,1
156,-0.1724639,0.8767437,0.344649,1
156,-0.13897848,0.95290935,0.36808452,1
156,-0.106139734,1.041818,0.37482226,1
156,-0.07402879,1.1471316,0.36969572,1
156,-0.04251287,1.2042556,0.39298478,1
156,-0.0114276465,1.2694355,0.39972252,1
156,0.019173715,1.3461872,0.3981113,1
156,0.049239445,1.4321663,0.3645692,1
156,0.07885453,1.4856285,0.24080023,1
156,0.108587235,1.388078,0.2608669,1
156,0.1389698,1.2782239,0.2604275,1
156,0.17011899,1.1548946,0.25295743,1
156,0.20218955,1.0135486,0.2446085,1
156,0.23539501,0.8496462,0.24753794,1
156,0.27002025,0.6606972,0.26745817,1
156,0.30641356,0.44875202,0.27302408,1
156,0.3450223,0.21102777,0.302465,1
156,0.38649252,-0.060385123,0.3245823,1
156,0.43153954,-0.3335556,0.37848404,1
156,0.48096704,-0.61902994,0.4029449,1
156,0.536298,-0.9444911,0.44249237,1
156,0.6003769,-1.3153584,0.52539563,1
157,-1.303607,-0.4018117,1.0676355,1
157,-1.2546641,-0.4147013,0.75257397,1
157,-1.205385,-0.44428852,0.43062812,1
157,-1.1546863,-0.58167946,0.4691503,1
157,-1.1011361,-0.74719304,0.3767264,1
157,-1.0434468,-0.9669013,0.3209205,1
157,-0.9796984,-1.2201515,0.23874961,1
157,-0.9115425,-1.257209,0.25574037,1
157,-0.8427329,-1.259699,0.26789758,1
157,-0.7738508,-1.263068,0.24314378,1
157,-0.7048845,-1.2661438,0.21985471,1
157,-0.6362507,-1.2427083,0.22542065,1
157,-0.56936276,-1.1543857,0.24534085,1
157,-0.50598836,-1.0022011,0.30070734,1
157,-0.44738677,-0.78322506,0.30847034,1
157,-0.39404666,-0.520454,0.27068055,1
157,-0.34567243,-0.2354193,0.2596951,1
157,-0.3015291,0.040094785,0.35446262,1
157,-0.26097572,0.33450392,0.3781911,1
157,-0.22398521,0.7214831,0.3729181,1
157,-0.18956469,0.8896333,0.4096826,1
157,-0.15614407,0.96184397,0.46226612,1
157,-0.123328686,1.0444545,0.42857754,1
157,-0.09119204,1.1428838,0.45757902,1
157,-0.05981874,1.2575712,0.4476189,1
157,-0.029298024,1.3940834,0.4455683,1
157,0.0006421015,1.4315803,0.41422325,1
157,0.030400163,1.4484245,0.4439571,1
157,0.060035203,1.4681983,0.39444953,1
157,0.08954205,1.4869467,0.34816432,1
157,0.1189158,1.508771,0.29792437,1
157,0.14881167,1.3124983,0.27595353,1
157,0.18006136,1.0944015,0.23889607,1
157,0.21296148,0.8540407,0.21443523,1
157,0.24790905,0.586729,0.18177195,1
157,0.2854625,0.28895107,0.12787019,1
157,0.3265313,-0.060385123,0.12772372,1
157,0.37246537,-0.44267732,0.12611252,1
157,0.42525655,-0.86100173,0.13036022,1
158,-1.5755459,0.5392721,0.5492706,1
158,-1.5378596,0.40202758,0.5185115,1
158,-1.4986699,0.2444234,0.46944326,1
158,-1.4575939,0.0633838,0.37906992,1
158,-1.4141084,-0.14475301,0.28737837,1
158,-1.3676724,-0.35787004,0.31301102,1
158,-1.3175285,-0.6030645,0.34772488,1
158,-1.2622774,-0.8872204,0.36574095,1
158,-1.1996092,-1.2167827,0.39430305,1
158,-1.1339985,-1.083493,0.5592307,1
158,-1.0687038,-1.2109239,0.54385114,1
158,-0.99881274,-1.3736542,0.47632745,1
158,-0.9219842,-1.5819378,0.35622028,1
158,-0.8366504,-1.746719,0.25119975,1
158,-0.7522135,-1.5158789,0.28737837,1
158,-0.6753348,-1.4348798,0.3225317,1
158,-0.60237163,-1.3143332,0.38375705,1
158,-0.534552,-1.1338794,0.35534146,1
158,-0.4744702,-0.74953663,0.3056874,1
158,-0.42054838,-0.6243029,0.334103,1
158,-0.36945647,-0.45512754,0.36998868,1
158,-0.32174206,-0.2267775,0.37467578,1
158,-0.2779333,0.08169282,0.2983638,1
158,-0.23776175,0.35559595,0.46592793,1
158,-0.19980533,0.48288026,0.43428993,1
158,-0.16324098,0.6403378,0.42681986,1
158,-0.12826172,0.834999,0.3708675,1
158,-0.09506073,1.0759459,0.2533968,1
158,-0.063286915,1.2111398,0.18250431,1
158,-0.032021027,1.2136296,0.18850966,1
158,-0.00078484294,1.2168521,0.20476806,1
158,0.030416949,1.2208071,0.21048048,1
158,0.06157918,1.2254938,0.21033402,1
158,0.09314933,1.0979167,0.19773741,1
158,0.1256649,0.96096516,0.20828341,1
158,0.1592906,0.8065838,0.18601963,1
158,0.19426423,0.632721,0.20432866,1
158,0.23089571,0.43674162,0.18616611,1
158,0.26982173,0.17426333,0.17166537,1
158,0.31202483,-0.1303988,0.1784031,1
158,0.3586913,-0.46933535,0.16902886,1
158,0.41158953,-0.84591514,0.1830902,1
159,-1.6014028,1.4655619,0.45274544,1
159,-1.57097,1.3042959,0.5376993,1
159,-1.5394099,1.1250142,0.63261324,1
159,-1.50649,0.92537254,0.71419823,1
159,-1.471909,0.70317405,0.7886061,1
159,-1.4354357,0.4916687,0.76985765,1
159,-1.3968422,0.26829842,0.65092224,1
159,-1.3556266,0.016512759,0.56626135,1
159,-1.3109874,-0.26720375,0.41524857,1
159,-1.2617286,-0.5870989,0.30905625,1
159,-1.2081566,-0.7404552,0.27346352,1
159,-1.1514702,-0.8828262,0.29426256,1
159,-1.0910101,-1.0578604,0.32868353,1
159,-1.0251396,-1.273321,0.31652632,1
159,-0.95156515,-1.5142677,0.29279783,1
159,-0.8732682,-1.504454,0.30656624,1
159,-0.79642636,-1.4424964,0.37116045,1
159,-0.7226209,-1.3502189,0.37496874,1
159,-0.6528934,-1.213414,0.3450884,1
159,-0.5884553,-1.009085,0.4203751,1
159,-0.5279138,-0.94244045,0.48409048,1
159,-0.46916303,-0.8662748,0.5081119,1
159,-0.41250727,-0.76257265,0.5198297,1
159,-0.35974637,-0.48046717,0.54385114,1
159,-0.31106126,-0.3243278,0.6881262,1
159,-0.26425442,-0.25284952,0.71258706,1
159,-0.21867336,-0.1615972,0.7341184,1
159,-0.17456487,-0.044859108,0.6991116,1
159,-0.1317515,0.02940238,0.59687406,1
159,-0.090137556,0.14687312,0.63129497,1
159,-0.050080985,0.29480985,0.6746508,1
159,-0.011824646,0.48097607,0.628805,1
159,0.024395045,0.7131345,0.48321167,1
159,0.058687843,0.9174629,0.28693897,1
159,0.09217538,0.9004721,0.2998285,1
159,0.12579614,0.88099146,0.2993891,1
159,0.15957315,0.85858124,0.31828398,1
159,0.193549,0.8288474,0.29660612,1
159,0.22789861,0.7641066,0.28342363,1
159,0.2630644,0.6334536,0.2791759,1
159,0.29947767,0.48463786,0.27009466,1
159,0.3374253,0.3150231,0.27946886,1
159,0.37730166,0.119629286,0.2837166,1
159,0.41964564,-0.10198316,0.27712533,1
159,0.46519446,-0.35347584,0.2908937,1
159,0.5150462,-0.6402683,0.32546112,1
159,0.570933,-0.9671941,0.336593,1
160,-1.1631271,1.036838,1.062216,1
160,-1.130688,1.1367317,0.9248252,1
160,-1.0987895,1.1816988,0.90973854,1
160,-1.0670185,1.1683698,0.8206835,1
160,-1.0349816,1.1028967,0.7537457,1
160,-1.002446,1.0281959,0.5917475,1
160,-0.9689468,0.8459844,0.5842774,1
160,-0.9337321,0.60928583,0.4555284,1
160,-0.8961919,0.34006992,0.3777517,1
160,-0.85562927,0.039362382,0.37394342,1
160,-0.8110665,-0.29430118,0.32004166,1
160,-0.76277053,-0.46186513,0.31301102,1
160,-0.71124583,-0.66721916,0.33747187,1
160,-0.6566689,-0.77370447,0.3614933,1
160,-0.6004488,-0.82057554,0.37101397,1
160,-0.543049,-0.8801898,0.32487524,1
160,-0.48490423,-0.8838516,0.31799105,1
160,-0.42764443,-0.8010947,0.37306458,1
160,-0.3729173,-0.65008193,0.43209285,1
160,-0.32175225,-0.4352073,0.53623456,1
160,-0.2748426,-0.14006601,0.5088443,1
160,-0.23171788,0.08872365,0.5107484,1
160,-0.19111066,0.26273242,0.57885796,1
160,-0.15249512,0.44860584,0.6009752,1
160,-0.11596037,0.68310744,0.6632259,1
160,-0.08174798,0.978542,0.6226531,1
160,-0.049107384,1.0687689,0.765317,1
160,-0.016909104,1.0932295,0.73045665,1
160,0.015158996,1.1012857,0.72752714,1
160,0.047152087,1.1110991,0.7351437,1
160,0.07905878,1.1226705,0.71786,1
160,0.11087884,1.1323378,0.59760636,1
160,0.142742,1.1068517,0.615476,1
160,0.17515919,0.9756124,0.56933725,1
160,0.20863251,0.8276754,0.5212944,1
160,0.24338512,0.6606972,0.46124083,1
160,0.27977818,0.45710102,0.12874903,1
160,0.319135,0.075248234,0.106045835,1
160,0.36336574,-0.33721742,0.08671152,1
160,0.41444355,-0.7830787,0.06884191,1
161,-1.5984025,1.0731629,0.9993796,0
161,-1.5653634,0.94851494,1.0868233,0
161,-1.5312946,0.80746263,1.1660649,0
161,-1.4204022,0.26815203,1.1304721,0
161,-1.3793672,0.046978995,0.9629079,0
161,-1.3353711,-0.20436728,0.83928543,0
161,-1.2874382,-0.48998797,0.6144507,0
161,-1.2340676,-0.81442374,0.46475613,0
161,-1.1751865,-0.9975139,0.4449824,0
161,-1.1120417,-1.1447185,0.42022863,0
161,-1.0439309,-1.3298593,0.38097408,0
161,-0.9683199,-1.5627499,0.27873653,0
161,-0.88675755,-1.6053734,0.2740494,0
161,-0.80487543,-1.573003,0.26965523,0
161,-0.7249744,-1.518076,0.32546112,0
161,-0.64800185,-1.4357586,0.32311755,0
161,-0.5750336,-1.312136,0.28269124,0
161,-0.50848496,-1.0437992,0.30319738,0
161,-0.44783095,-0.9129994,0.34303778,0
161,-0.3918124,-0.6430513,0.40470254,0
161,-0.34213328,-0.2529959,0.444543,0
161,-0.29942745,0.31062886,0.40938967,0
161,-0.2611584,0.47599608,0.407632,0
161,-0.22414203,0.55567694,0.40704614,0
161,-0.18796518,0.65278804,0.42022863,0
161,-0.15275748,0.7708446,0.4133444,0
161,-0.11865895,0.9143871,0.36632687,0
161,-0.08548578,0.9983158,0.37321106,0
161,-0.052983,1.0888355,0.3850753,0
161,-0.02120015,1.1942956,0.3677916,0
161,0.00977579,1.319822,0.3272188,0
161,0.039871454,1.4604353,0.24270436,0
161,0.06965041,1.4115137,0.2551545,0
161,0.09975241,1.3546823,0.25281096,0
161,0.13024871,1.2862802,0.2673117,0
161,0.1612202,1.2086496,0.24944209,0
161,0.19279245,1.1084627,0.2372849,0
161,0.22535475,0.931964,0.23845668,0
161,0.25936452,0.73481214,0.23435545,0
161,0.29516375,0.5121747,0.24724498,0
161,0.33321267,0.2634648,0.24988149,0
161,0.37411663,-0.010291671,0.15716462,0
161,0.41864622,-0.30264997,0.15438165,0
161,0.4679819,-0.63074774,0.16390234,0
161,0.52417564,-1.0029333,0.16141233,0
162,-1.2772368,-1.5350667,0.9131074,0
162,-1.196505,-1.5929233,0.9353712,0
162,-1.1125283,-1.6743617,0.7845049,0
162,-1.0234885,-1.789196,0.5054754,0
162,-0.92743534,-1.9107679,0.14705804,0
162,-0.82870626,-1.8603815,0.15848286,0
162,-0.7356946,-1.7240158,0.21033402,0
162,-0.65234506,-1.4936152,0.31388983,0
162,-0.581396,-1.104585,0.35548794,0
162,-0.5196441,-0.928672,0.23142602,0
162,-0.4631188,-0.6710276,0.27785766,0
162,-0.4103827,-0.5829977,0.2862066,0
162,-0.35956928,-0.46625933,0.34054777,0
162,-0.31109208,-0.31173116,0.32956234,0
162,-0.26535162,-0.11326158,0.31110686,0
162,-0.22253819,0.11406327,0.29689908,0
162,-0.18219754,0.28836504,0.33542123,0
162,-0.1439945,0.5098311,0.34948257,0
162,-0.10819763,0.7909112,0.29748493,0
162,-0.07469308,1.0491416,0.32692584,0
162,-0.04264376,1.16588,0.33893657,0
162,-0.011499135,1.3051747,0.38009524,0
162,0.0186382,1.4692237,0.3592962,0
162,0.04766436,1.6649103,0.3702816,0
162,0.07581095,1.7681735,0.357685,0
162,0.103691295,1.7546978,0.32531464,0
162,0.13164103,1.7396111,0.2799083,0
162,0.15968184,1.7182264,0.20930871,0
162,0.1878377,1.6942047,0.1266984,0
162,0.21641381,1.5641378,0.088322714,0
162,0.24601316,1.347066,0.08905507,0
162,0.2770763,1.1089021,0.087736815,0
162,0.30993068,0.84539884,0.0783626,0
162,0.34502158,0.55655575,0.070160165,0
162,0.3829484,0.23973641,0.030759152,0
162,0.4246505,-0.12029218,0.03178446,0
162,0.4715562,-0.5137164,0.028855015,0
162,0.52591777,-0.94712746,0.0284156,0
163,-1.311846,-2.0007017,0.4808681,0
163,-1.2051941,-1.9873728,0.73177487,0
163,-1.0999337,-1.9652555,0.98912644,0
163,-0.9969077,-1.9279048,0.6772873,0
163,-0.89739215,-1.8658009,0.18133253,0
163,-0.80290365,-1.7730839,0.18323667,0
163,-0.71374476,-1.6871048,0.20476806,0
163,-0.63029945,-1.549421,0.2509068,0
163,-0.5545867,-1.3297126,0.27419588,0
163,-0.48807657,-1.0191917,0.21575348,0
163,-0.43079537,-0.6333841,0.33219886,0
163,-0.37988487,-0.4205601,0.38038817,0
163,-0.3331453,-0.1290806,0.39737895,0
163,-0.29111668,0.27034903,0.4691503,0
163,-0.25220397,0.38796616,0.31388983,0
163,-0.21492217,0.5931738,0.37189278,0
163,-0.17958711,0.8065838,0.43311816,0
163,-0.14623258,1.0721375,0.43341112,0
163,-0.11505192,1.4025786,0.45040187,0
163,-0.0859146,1.7066549,0.42681986,0
163,-0.058157846,1.8775882,0.4691503,0
163,-0.031137463,1.9796792,0.536381,0
163,-0.0046783024,2.0980287,0.5754891,0
163,0.021159653,2.2351267,0.60038936,0
163,0.046635002,2.2472837,0.63905805,0
163,0.072357915,2.1221964,0.73485076,0
163,0.09869911,1.9845127,0.81028396,0
163,0.12575775,1.8327677,0.8709234,0
163,0.15365466,1.6657891,0.98019165,0
163,0.18267953,1.4343632,0.7086323,0
163,0.21328512,1.1584098,0.56933725,0
163,0.24590927,0.8584347,0.47090802,0
163,0.28105476,0.5326807,0.33146647,0
163,0.31942683,0.17865755,0.21663232,0
163,0.36152393,-0.12453978,0.093009815,0
163,0.40783718,-0.4357931,0.10355581,0
163,0.45975396,-0.7848363,0.10296993,0
163,0.51983786,-1.1760635,0.11073295,0
164,-1.004113,0.7044927,0.7780601,0
164,-0.96561253,0.08183944,0.53667396,0
164,-0.92064464,-0.37837604,0.37804464,0
164,-0.87099737,-0.5296818,0.35797796,0
164,-0.8190478,-0.63558114,0.32604703,0
164,-0.76480395,-0.7650627,0.25530097,0
164,-0.7074495,-0.92369205,0.17107949,0
164,-0.64797014,-0.9418545,0.17532717,0
164,-0.589084,-0.8721338,0.19978802,0
164,-0.5320558,-0.7841039,0.23845668,0
164,-0.47728834,-0.66487557,0.255008,0
164,-0.42530417,-0.50375617,0.24797736,0
164,-0.37545884,-0.43769732,0.20374277,0
164,-0.3273831,-0.28976035,0.24255788,0
164,-0.28193268,-0.09348775,0.2746353,0
164,-0.23953955,0.16503552,0.27653942,0
164,-0.20052855,0.49210808,0.2876713,0
164,-0.16478063,0.82899404,0.3141828,0
164,-0.1312823,1.0135486,0.33468887,0
164,-0.099327944,1.2392622,0.3597356,0
164,-0.06907686,1.5150696,0.33175942,0
164,-0.040467538,1.7747644,0.34523487,0
164,-0.012846374,1.8597186,0.36881688,0
164,0.014290809,1.955511,0.40602082,0
164,0.040896,2.0663905,0.39606073,0
164,0.066911325,2.194993,0.42638046,0
164,0.09255993,2.215939,0.4602155,0
164,0.11841538,2.1006649,0.4624126,0
164,0.14485635,1.96884,0.45992255,0
164,0.17198695,1.8236861,0.40016192,0
164,0.19992083,1.6635921,0.40426317,0
164,0.22889252,1.4556019,0.14720452,0
164,0.2592551,1.2115792,0.13343613,0
164,0.29137006,0.94221675,0.13109258,0
164,0.32566497,0.6479542,0.12391544,0
164,0.362712,0.32630152,0.11293003,0
164,0.40307367,0.017098773,0.077776715,0
164,0.44743535,-0.30806938,0.085979156,0
164,0.49716747,-0.6730782,0.0872974,0
164,0.55470127,-1.07822,0.08612563,0
165,-0.9924079,-1.5674372,0.26526108,0
165,-0.90768045,-1.7371984,0.20242451,0
165,-0.8195856,-1.6878371,0.24402261,0
165,-0.7354187,-1.5814984,0.27580708,0
165,-0.657424,-1.4143738,0.25852334,0
165,-0.58733416,-1.1605375,0.17313008,0
165,-0.52453285,-0.9506429,0.18733789,0
165,-0.4664563,-0.7990441,0.24563381,0
165,-0.41234493,-0.58753824,0.2698017,0
165,-0.36293787,-0.29195756,0.30524796,0
165,-0.3167652,-0.20260946,0.2840095,0
165,-0.2730228,0.061186813,0.3067127,0
165,-0.23214142,0.243984,0.3950354,0
165,-0.19356169,0.47746086,0.41202617,0
165,-0.15756714,0.775678,0.4171527,0
165,-0.123907164,1.018529,0.4556749,0
165,-0.091868885,1.1966388,0.45333132,0
165,-0.06119474,1.4122459,0.46636733,0
165,-0.03202279,1.6732594,0.41056147,0
165,-0.004481798,1.9889071,0.3676451,0
165,0.021983115,2.0784013,0.7045311,0
165,0.048172288,2.0965638,0.62646145,0
165,0.0742598,2.1172163,0.53052217,0
165,0.10023287,2.1409447,0.41905683,0
165,0.12607776,2.1680422,0.27580708,0
165,0.15221022,2.0139537,0.29191902,0
165,0.17913236,1.8446319,0.26701874,0
165,0.20698102,1.6589049,0.26936227,0
165,0.23592524,1.4553087,0.27390295,0
165,0.2661653,1.2356005,0.24709854,0
165,0.2978378,1.0277565,0.24021433,0
165,0.3311394,0.7922294,0.22205178,0
165,0.36649242,0.5319485,0.21472818,0
165,0.4044331,0.24457002,0.19436856,0
165,0.44563478,-0.059506323,0.19026732,0
165,0.49089238,-0.37193123,0.20535398,0
165,0.5415057,-0.7196562,0.19056028,0
165,0.5998309,-1.1083934,0.20169216,0
166,-0.9987156,-0.5044886,0.418178,0
166,-0.9423243,-1.076023,0.25793746,0
166,-0.8785865,-1.1100044,0.2703876,0
166,-0.81373763,-1.1548251,0.24490143,0
166,-0.7473524,-1.2141461,0.19583327,0
166,-0.6792083,-1.2673156,0.14324977,0
166,-0.61027426,-1.2607244,0.1461792,0
166,-0.54136723,-1.267755,0.16199821,0
166,-0.47221175,-1.2771292,0.1788425,0
166,-0.40271145,-1.2897258,0.15130574,0
166,-0.33388788,-1.23392,0.17342304,0
166,-0.26667017,-1.1932007,0.19451502,0
166,-0.20082717,-1.1463296,0.20828341,0
166,-0.13665341,-1.0808566,0.22527418,0
166,-0.07466408,-0.9894579,0.22820362,0
166,-0.01541971,-0.86715376,0.26159927,0
166,0.04046977,-0.6991502,0.33468887,0
166,0.09230908,-0.46567354,0.42594102,0
167,-1.3663484,-0.7814675,0.6975004,0
167,-1.3108035,-0.72976285,0.5420934,0
167,-1.2561028,-0.7051554,0.389323,0
167,-1.2011774,-0.75598127,0.33337063,0
167,-1.1450341,-0.8202825,0.24885619,0
167,-1.0870672,-0.9190048,0.18675199,0
167,-1.0268632,-1.0051305,0.16844298,0
167,-0.9654624,-1.0102569,0.16858946,0
167,-0.9036709,-1.0370613,0.16067995,0
167,-0.8410653,-1.0723612,0.14500743,0
167,-0.77750033,-1.1075144,0.13328966,0
167,-0.71378803,-1.0811496,0.18001428,0
167,-0.6512798,-1.0205102,0.16932182,0
167,-0.5906626,-0.93877864,0.18279724,0
167,-0.53248703,-0.8221867,0.17137241,0
167,-0.47714698,-0.6881648,0.19056028,0
167,-0.4248331,-0.523823,0.18968144,0
167,-0.37572426,-0.3326768,0.23289073,0
167,-0.33011502,-0.075618125,0.2635034,0
167,-0.28784907,0.15624732,0.28386304,0
167,-0.24768814,0.26712662,0.29323727,0
167,-0.2092751,0.48273367,0.3193093,0
167,-0.17258386,0.606649,0.33542123,0
167,-0.137151,0.75678295,0.33673948,0
167,-0.10313829,0.94089854,0.32384995,0
167,-0.07084986,1.2049878,0.3440631,0
167,-0.039929792,1.3193825,0.36471567,0
167,-0.0096416185,1.3920331,0.3310271,0
167,0.020149663,1.4730321,0.29367667,0
167,0.049460247,1.5449495,0.27800414,0
167,0.07874923,1.4737643,0.2850348,0
167,0.10849286,1.3934975,0.2882572,0
167,0.138768,1.3031243,0.29880318,0
167,0.16967668,1.1982502,0.31330392,0
167,0.20146704,1.0453333,0.26921582,0
167,0.23457953,0.8392468,0.2791759,0
167,0.26945361,0.6103108,0.22439533,0
167,0.30652237,0.35574234,0.17898898,0
167,0.34641108,0.067631625,0.13739088,0
167,0.38982898,-0.22384788,0.064740695,0
167,0.43781757,-0.55399626,0.06063947,0
167,0.4922699,-0.92339903,0.06122536,0
168,-1.3202224,0.40422457,0.73118895,0
168,-1.2804575,0.13032168,0.7260625,0
168,-1.237229,-0.17507285,0.6674736,0
168,-1.1893399,-0.51591337,0.6809491,0
168,-1.1348892,-0.8958622,0.5896969,0
168,-1.0740691,-1.0742654,0.5705091,0
168,-1.0091984,-1.1911501,0.5350628,0
168,-0.94018656,-1.3411376,0.4619732,0
168,-0.8613517,-1.7029239,0.26804402,0
168,-0.77584165,-1.6200206,0.20242451,0
168,-0.6950841,-1.5043075,0.2673117,0
168,-0.62045825,-1.3240002,0.3203346,0
168,-0.5536958,-1.0439456,0.29543433,0
168,-0.4955661,-0.68274516,0.24724498,0
168,-0.44376647,-0.46508753,0.2645287,0
168,-0.39519858,-0.3249138,0.29689908,0
168,-0.3491676,-0.14035879,0.30422267,0
168,-0.30609724,0.10278485,0.3018791,0
168,-0.2663064,0.40700758,0.30920273,0
168,-0.22917683,0.605038,0.34333074,0
168,-0.19398145,0.8273826,0.33864364,0
168,-0.16083094,1.1046543,0.3115463,0
168,-0.12966049,1.3685974,0.3171122,0
168,-0.0998165,1.5002757,0.33600712,0
168,-0.070845395,1.6536322,0.36500862,0
168,-0.04283498,1.8349648,0.4049955,0
168,-0.015880803,2.0493996,0.38785827,0
168,0.010426109,2.0844069,0.3935707,0
168,0.036702853,2.05687,0.418178,0
168,0.06312433,2.0215702,0.44674006,0
168,0.08972248,1.9820229,0.4465936,0
168,0.11654976,1.9266564,0.49624768,0
168,0.14377968,1.8216357,0.4218398,0
168,0.17159183,1.7048974,0.40543494,0
168,0.2000873,1.5723403,0.40587434,0
168,0.22939306,1.4251355,0.36090738,0
168,0.2597039,1.2473185,0.35695267,0
168,0.2912988,1.0413786,0.41144028,0
168,0.324487,0.8136142,0.4770598,0
168,0.35965282,0.5562625,0.5215874,0
168,0.39734662,0.27181384,0.54487646,0
168,0.4382972,-0.041783094,0.6280726,0
168,0.48357618,-0.38862905,0.68915147,0
168,0.53485966,-0.7719469,0.7017481,0
169,-1.2699431,-1.335718,1.0667567,0
169,-1.1981894,-1.3443599,0.36002856,0
169,-1.1265787,-1.3275156,0.2642358,0
169,-1.0558618,-1.2941201,0.21340993,0
169,-0.98669714,-1.2364099,0.21633938,0
169,-0.91979086,-1.1540927,0.20183863,0
169,-0.85478646,-1.1158634,0.2356737,0
169,-0.79119736,-1.0562491,0.24739146,0
169,-0.7288692,-1.0284195,0.25910926,0
169,-0.66743356,-0.9904833,0.22659242,0
169,-0.6064551,-0.9973675,0.24255788,0
169,-0.5446639,-1.0556633,0.30070734,0
169,-0.4818946,-1.0691388,0.3219458,0
169,-0.41830873,-1.1170353,0.31374335,0
169,-0.3537183,-1.1394454,0.29016134,0
169,-0.28992844,-1.0566885,0.25837687,0
169,-0.22834092,-0.98184127,0.23479487,0
169,-0.16970074,-0.8188179,0.27844357,0
169,-0.11540337,-0.5891495,0.22966835,0
169,-0.066004284,-0.29517996,0.2876713,0
169,-0.021479176,0.042438395,0.3913736,0
169,0.018144475,0.5044117,0.43018875,0
169,0.052583184,1.1368784,0.5234915,0
169,0.08473369,1.0385957,0.41363737,0
169,0.116438836,1.2698749,0.4455683,0
169,0.14700168,1.3640568,0.5094301,0
169,0.17689674,1.4752291,0.5215874,0
169,0.2060404,1.6063215,0.5135314,0
169,0.23451321,1.6969877,0.5041571,0
169,0.26288575,1.6329795,0.52554214,0
169,0.29163548,1.5609155,0.56889784,0
169,0.32082316,1.4802091,0.55381125,0
169,0.3505216,1.3893962,0.57710034,0
169,0.3809963,1.2295951,0.6257291,0
169,0.41260856,1.051192,0.5817874,0
169,0.44559675,0.85272247,0.51997614,0
169,0.480268,0.6318422,0.46856442,0
169,0.51661855,0.47233427,0.4770598,0
169,0.55419666,0.36702076,0.4735445,0
169,0.592923,0.24544881,0.5319869,0
169,0.6330751,0.10468906,0.51104134,0
169,0.6750287,-0.05935971,0.48716637,0
169,0.7186425,-0.15412721,0.49917713,0
169,0.76368636,-0.26529953,0.5461947,0
169,0.8105304,-0.39756387,0.45421016,0
169,0.85972196,-0.554875,0.43956295,0
169,0.9118263,-0.7196562,0.46958974,0
169,0.9675969,-0.91168123,0.62279963,0
169,1.0283221,-1.1507239,0.5889645,0
170,-0.7745415,-0.46992114,0.8473414,0
170,-0.72541326,-0.37090605,0.8741458,0
170,-0.6781253,-0.24347532,0.73323965,0
170,-0.6330221,-0.077375725,0.6406692,0
170,-0.5899487,0.050494406,0.562746,0
170,-0.5483051,0.14643371,0.49405056,0
170,-0.50794417,0.26771265,0.49741942,0
170,-0.46908593,0.41945758,0.49756593,0
170,-0.4315977,0.5316553,0.44805834,0
170,-0.39508688,0.61968523,0.44747242,0
170,-0.35942215,0.7148921,0.44219944,0
170,-0.32467887,0.8301656,0.43575466,0
170,-0.29082638,0.92742336,0.42315805,0
170,-0.2576484,0.9975832,0.42198628,0
170,-0.2250249,1.0706731,0.43370405,0
170,-0.19299671,1.1576777,0.44630066,0
