TaskID,Input1,Output1_1,Noise1_1,LST
22,-0.033197705,-0.74836487,0.54253286,1
22,0.022176685,-0.7968471,0.61093533,1
22,0.078698054,-0.8544105,0.62499666,1
22,0.13624033,-0.88692737,0.74568975,1
22,0.19455042,-0.92105544,0.71815294,1
22,0.25360838,-0.94991046,0.85290736,1
22,0.31329626,-0.9730531,0.90622324,1
22,0.37351516,-0.99326634,0.78479785,1
22,0.43437147,-1.0243183,0.93390644,1
23,-1.9445623,0.55421215,0.52261263,1
23,-1.9075466,0.5372213,0.36325094,1
23,-1.870376,0.5193517,0.3398154,1
23,-1.8330414,0.50060326,0.25325036,1
23,-1.7955258,0.47980404,0.22483477,1
23,-1.757799,0.45519683,0.18968144,1
23,-1.7198352,0.4297108,0.16390234,1
23,-1.681601,0.39924458,0.14866923,1
23,-1.6430441,0.36423773,0.15145221,1
23,-1.6040969,0.32205367,0.14017385,1
23,-1.5646743,0.27298564,0.15482107,1
23,-1.5246853,0.21659377,0.15291692,1
