TaskID,Input1,Output1_1,Output1_2
787,0.20472442,0.60776246,0.5573899
787,0.21259843,0.6033878,0.5585743
787,0.22047244,0.59909266,0.559796
787,0.22834645,0.5948683,0.5610999
787,0.23622048,0.59071237,0.56246334
787,0.24409449,0.58658636,0.563945
787,0.2519685,0.5824301,0.5655451
787,0.25984251,0.578319,0.5671194
787,0.26771653,0.57411534,0.568948
787,0.27559054,0.569941,0.57065094
787,0.28346458,0.56562406,0.5725897
787,0.2913386,0.56135786,0.57455677
787,0.2992126,0.5571114,0.5766136
787,0.30708662,0.5529465,0.5787874
787,0.31496063,0.5487341,0.5809882
787,0.32283464,0.54457176,0.583303
787,0.33070865,0.5404532,0.58568174
787,0.33858266,0.5363989,0.5880364
787,0.3464567,0.53242695,0.5905141
787,0.35433072,0.5284174,0.5931174
787,0.36220473,0.52451724,0.5957025
787,0.37007874,0.520554,0.5983986
787,0.37795275,0.51661724,0.6010767
787,0.38582677,0.5127041,0.60396975
787,0.39370078,0.50876904,0.60673636
787,0.4015748,0.5048527,0.60967124
787,0.40944883,0.5010156,0.61266077
787,0.41732284,0.49720365,0.6156367
787,0.42519686,0.49331868,0.61871946
787,0.43307087,0.48955664,0.6218683
787,0.44094488,0.4857147,0.62503463
787,0.4488189,0.48189026,0.62818545
787,0.4566929,0.47818038,0.6314663
787,0.46456692,0.474383,0.6348257
787,0.47244096,0.47059676,0.6381389
787,0.48031497,0.46682143,0.641551
787,0.48818898,0.46315598,0.64504194
787,0.496063,0.45940965,0.6485146
787,0.503937,0.45568362,0.651968
787,0.511811,0.4519833,0.6554024
787,0.51968503,0.4484957,0.65881366
787,0.52755904,0.44498244,0.6622688
787,0.53543305,0.4414966,0.66571754
787,0.54330707,0.43806118,0.66918445
787,0.5511811,0.4345845,0.67260766
787,0.5590551,0.4311107,0.676172
787,0.56692916,0.42758098,0.67992884
787,0.5748032,0.4239872,0.68366265
787,0.5826772,0.42041403,0.6875179
787,0.5905512,0.41686767,0.6913884
787,0.5984252,0.41337284,0.69532394
787,0.6062992,0.40995604,0.69929814
787,0.61417323,0.40649673,0.7033415
787,0.62204725,0.4030648,0.7073529
787,0.62992126,0.39976543,0.7113998
787,0.63779527,0.39639476,0.7155646
787,0.6456693,0.3931359,0.7197025
787,0.6535433,0.38990498,0.7238235
787,0.6614173,0.3866702,0.72801274
787,0.6692913,0.38346663,0.7323175
787,0.6771653,0.38025287,0.73660666
787,0.68503934,0.37706998,0.74104285
787,0.6929134,0.3738676,0.7455312
787,0.7007874,0.37068543,0.7501637
787,0.70866144,0.36754575,0.7547343
787,0.71653545,0.36442152,0.7594106
787,0.72440946,0.36139157,0.76395136
787,0.7322835,0.3583893,0.76860255
787,0.7401575,0.35549933,0.7732267
787,0.7480315,0.3526257,0.7779578
787,0.7559055,0.34987608,0.7825677
787,0.7637795,0.34705964,0.78741205
787,0.77165353,0.34456354,0.7917938
787,0.77952754,0.34207708,0.79626083
787,0.78740156,0.33955696,0.80074865
787,0.79527557,0.33696505,0.80558187
787,0.8031496,0.33439252,0.8103952
787,0.8110236,0.3317434,0.81542647
787,0.81889766,0.32910016,0.8204884
787,0.8267717,0.32635608,0.8259164
787,0.8346457,0.3235966,0.8314354
787,0.8425197,0.32093573,0.8370574
787,0.8503937,0.31833872,0.8425425
787,0.8582677,0.315818,0.84788996
787,0.86614174,0.3132964,0.85322565
787,0.87401575,0.31098637,0.85857
787,0.88188976,0.30860016,0.86387265
787,0.8897638,0.3063244,0.8690035
787,0.8976378,0.3041038,0.87425125
787,0.9055118,0.30184275,0.87955576
787,0.9133858,0.29967982,0.884729
787,0.9212598,0.2975132,0.8898956
787,0.92913383,0.29540446,0.89506507
787,0.93700784,0.2932764,0.90033793
787,0.9448819,0.2911065,0.9056985
787,0.9527559,0.28890815,0.9112399
787,0.96062994,0.28665438,0.9167753
787,0.96850395,0.28442013,0.9224265
787,0.97637796,0.2822164,0.92812634
787,0.984252,0.27990454,0.9338773
787,0.992126,0.2776712,0.93962973
787,1.0,0.2754,0.94528574
788,0.0,0.7859,0.6021429
788,0.007874016,0.78332245,0.60077256
788,0.015748031,0.77889216,0.5983098
788,0.023622047,0.77417034,0.5959206
788,0.031496063,0.7690197,0.59351057
788,0.03937008,0.76401144,0.5911483
788,0.047244094,0.759161,0.5888404
788,0.05511811,0.754296,0.58665544
788,0.062992126,0.7494981,0.58441484
788,0.070866145,0.7446483,0.58238244
788,0.07874016,0.7397222,0.58025795
788,0.08661418,0.73477983,0.5782761
788,0.09448819,0.72980773,0.5761099
788,0.10236221,0.72497797,0.5739207
788,0.11023622,0.7200722,0.5716534
788,0.11811024,0.7153141,0.56957644
788,0.12598425,0.7106456,0.56758773
788,0.13385826,0.70611095,0.56578964
788,0.14173229,0.70150286,0.5641551
788,0.1496063,0.6967116,0.56249833
788,0.15748031,0.691664,0.5610094
788,0.16535433,0.6866086,0.55971676
788,0.17322835,0.6814704,0.558459
788,0.18110237,0.6763594,0.5572755
788,0.18897638,0.6712661,0.5561091
788,0.19685039,0.66616213,0.5549768
788,0.20472442,0.6611229,0.55398774
788,0.21259843,0.6559475,0.5531504
788,0.22047244,0.6509124,0.5524464
788,0.22834645,0.645925,0.5520357
788,0.23622048,0.64092356,0.5517717
788,0.24409449,0.6359583,0.55177313
788,0.2519685,0.63105154,0.55202764
788,0.25984251,0.62610894,0.5524199
788,0.26771653,0.62114656,0.5528974
788,0.27559054,0.6161364,0.55351335
788,0.28346458,0.61118895,0.55425733
788,0.2913386,0.60620874,0.555191
788,0.2992126,0.601323,0.55625796
788,0.30708662,0.5963642,0.55749595
788,0.31496063,0.5914234,0.55900043
788,0.32283464,0.5866156,0.560777
788,0.33070865,0.581701,0.5626662
788,0.33858266,0.57679737,0.5647804
788,0.3464567,0.5718256,0.56714416
788,0.35433072,0.5670034,0.5696216
788,0.36220473,0.5621659,0.57211083
788,0.37007874,0.5573975,0.5746963
788,0.37795275,0.55269665,0.57738507
788,0.38582677,0.548063,0.5800346
788,0.39370078,0.5434895,0.5827211
788,0.4015748,0.5389194,0.5854476
788,0.40944883,0.53435636,0.58828175
788,0.41732284,0.529803,0.59122443
788,0.42519686,0.525255,0.5941901
788,0.43307087,0.52066046,0.59734136
788,0.44094488,0.51612025,0.6004855
788,0.4488189,0.51162565,0.603701
788,0.4566929,0.50700897,0.6069996
788,0.46456692,0.5025456,0.61037755
788,0.47244096,0.49803117,0.61373115
788,0.48031497,0.4935301,0.6172406
